ano,orden,descripcion_obra,domicilio_edificio,cui,prestaciones,nivel_de_aprobacion
2021,34394608,"Arenero, Piso antigolpe, pintura protecc",AVDA. CONGRESO 1553,0200514,Otros Servicios,INSP/SUP
2021,34398049,Rep. cañeria y sistema de calefaccion.,RIO CUARTO Y MONTESQUIEU,0200281,Calefaccion y Refrigeracion,GER GOIM
2021,34398579,Trabajos albañileria-Coloc cocina. Se so,LASCANO 4044,0200811,Albañileria / Pintura,GER GOIM
2021,34412386,Reemp. bomba desagüe pluvial S.Calderas,RONDEAU 2751,0200312,Sanitarias,INSP/SUP
2021,34412387,"Reponer azulejos, piletones, ventilador.",JOAQUIN V. GONZALEZ 307,0200604,Albañileria / Pintura,GER GOIM
2021,34432136,Accesibilidad y otros,RIO CUARTO Y MONTESQUIEU,0200281,Albañileria / Pintura,INSP/SUP
2021,34432882,Reemplazar termotanque establecimiento,CHILE 1670,0200147,Gas,INSP/SUP
2021,34440004,Remplazar cañerias por perdida de gas,SAN MARTIN 458,0200012,Gas,GER GOIM
2021,34440940,"Demolicion terraza patio casera, imperme",AVDA. INTENDENTE FRANCISCO RABANAL 2751,0200857,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34450536,Cambio de vidrios en 3 salas y 2 patio,QUINTINO BOCAYUVA 620,0200297,Carpinterías,INSP/SUP
2021,34450537,Cambio de vidrios  3 salones y direccion,PRINGLES 263,0200373,Carpinterías,INSP/SUP
2021,34453161,Secundarias del Futuro 2021 - 5 Aulas,AVDA. LOPE DE VEGA 2150,0200831,Electricidad,DDGG DGMESC
2021,34454245,Adecuar 2 aulas del futuro,ZAVALETA 204,0200262,Electricidad,INSP/SUP
2021,34456930,Habilitación de platafoma de PB,PADILLA 1051,0200385,Medios de elevación,INSP/SUP
2021,34456931,Cambio de pisos flotantes de 4 aulas,WENCESLAO VILLAFAÑE 515,0202613,Albañileria / Pintura,INSP/SUP
2021,34457726,Instalac cercos y cubiertas de proteccio,RONDEAU 2751,0200312,Albañileria / Pintura,GER GOIM
2021,34461349,Cambio portero electrico de entrada,CORRALES 3420,0200860,Electricidad,INSP/SUP
2021,34461352,Refacciones Aulas del Futuro + cerramien,CNEL. MARTINIANO CHILAVERT 2680,0200887,Albañileria / Pintura,DDGG DGMESC
2021,34461417,Cambio de calderas elect.Prov e Instal.,GUEMES 4610,0200459,Calefaccion y Refrigeracion,INSP/SUP
2021,34461419,Circuito independiente para luces emerg,GUEMES 3859,0200101,Electricidad,INSP/SUP
2021,34462964,Instalación de 4 equipos de Aire Acondic,HIDALGO 635,0200370,Electricidad,INSP/SUP
2021,34477321,Secundarias Futuro 2020,CAÑADA DE GOMEZ 3850,0200927,Albañileria / Pintura,GER GOIM
2021,34477328,Realizar aulas del futuro 3er piso,FONROUGE 711,0202204,Albañileria / Pintura,INSP/SUP
2021,34477329,Pintura-Luminaria-Coloc motor y durlock,AVDA. BELGRANO 3767,0200308,Albañileria / Pintura,INSP/SUP
2021,34478095,Secundaria del futuro en 2 aulas 1erPiso,BERON DE ASTRADA 6351,0200958,Albañileria / Pintura,INSP/SUP
2021,34479888,Restauración-Consolidacion de aula en PB,SAN BLAS 5387,0200828,Albañileria / Pintura,GER GOIM
2021,34482665,Aulas del futuro,O'HIGGINS 2441,0200532,Albañileria / Pintura,GER GOIM
2021,34486092,Reparar pared divisoria S.Inform y aula.,LASCANO 4044,0200811,Albañileria / Pintura,INSP/SUP
2021,34486095,Cambio de puerta en nivel inicial,SANCHEZ 1858,0200360,Carpinterías,INSP/SUP
2021,34486096,Ejec. porton y rejas comedor,AVDA. CHORROARIN 365,0202638,Carpinterías,INSP/SUP
2021,34486421,Cambio de tanques cisterna y de reserva,JOSE BONIFACIO 3650,0200566,Sanitarias,INSP/SUP
2021,34486427,Provision e instalacion de timbre,PERGAMINO 3045,0202180,Electricidad,INSP/SUP
2021,34486428,Retiro cielorraso armado caja escalera,QUINTINO BOCAYUVA 620,0200297,Albañileria / Pintura,INSP/SUP
2021,34486429,cambio pluvial patio.Puertas y persianas,BESARES 2990,0200500,Sanitarias,INSP/SUP
2021,34486435,Cambio bachas de hormigon salas y patio,TINOGASTA 5768,0200779,Sanitarias,INSP/SUP
2021,34486444,Protecciones estufas tiro balanceado,AVDA. ALVAREZ JONTE 5075,0200829,Carpinterías,INSP/SUP
2021,34486445,Instalacion provisiones de agua,AVDA. SEGUROLA 1104,0200816,Sanitarias,INSP/SUP
2021,34486448,READECUACION DE 4 AULAS SDF 3°,CARLOS E. ZUBERBÜHLER 1850,0200525,Albañileria / Pintura,GER GOIM
2021,34487944,Aulas del futuro PB y PA,AVDA. TRIUNVIRATO 4992,0200726,Albañileria / Pintura,GER GOIM
2021,34487948,Reparar y pintar frisos en patio,MORON 4460,0200825,Albañileria / Pintura,INSP/SUP
2021,34487949,Reparacion de fachadas y pintura patio,VIRGILIO 1980,0200830,Albañileria / Pintura,GER GOIM
2021,34487950,Reparar y pintar sector patio exterior,AVDA. SEGUROLA 1104,0200816,Albañileria / Pintura,INSP/SUP
2021,34487951,Ejecucion 2 aulas del Futuro,TEODORO GARCIA 3871,0200684,Albañileria / Pintura,INSP/SUP
2021,34499757,Secundaria del Futuro 2021,LACARRA 621,0200645,Albañileria / Pintura,GER GOIM
2021,34500341,Impermeabilizar azotea,GRAL. GREGORIO ARAOZ DE LAMADRID 499,0200179,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34500346,Readecuación de Tablero,JUNCAL 3251,0200028,Electricidad,INSP/SUP
2021,34500410,Proteciones baranda escalera,AVDA. ALVAREZ JONTE 5075,0200829,Carpinterías,INSP/SUP
2021,34500411,Reparacion puertas madera acceso,AVDA. ALVAREZ JONTE 5075,0200829,Carpinterías,INSP/SUP
2021,34500442,reparacion tanque bombeo y reserva,AVDA. RUIZ HUIDOBRO 3853,0200518,Sanitarias,INSP/SUP
2021,34500444,Puesta en norma de inst de gas. Las prue,GRAL. VENANCIO FLORES 3869,0200600,Gas,INSP/SUP
2021,34500445,REPARACION DE CALDERA,RIO CUARTO Y MONTESQUIEU,0200281,Calefaccion y Refrigeracion,INSP/SUP
2021,34500812,Poner en norma instalacion de gas renglo,ACASSUSO 6138,0200655,Gas,INSP/SUP
2021,34500813,Reemplazo de reguladores en gabinete,AVDA. TRIUNVIRATO 4857,0200704,Gas,INSP/SUP
2021,34500814,Poner en norma instalacion de gas renglo,AVDA. RIVADAVIA 9799,0200809,Gas,INSP/SUP
2021,34500815,Poner en norma instalacion de gas renglo,CNEL. PEDRO CALDERON DE LA BARCA 157,0200810,Gas,INSP/SUP
2021,34502554,Puesta a norma instalacion de gas. Cual,LASCANO 4044,0200811,Gas,INSP/SUP
2021,34502558,Cambio policarbonatos en acceso ppal,TINOGASTA 5768,0200779,Carpinterías,INSP/SUP
2021,34502580,Reparar revoques y pintura aulas fachada,SANTO TOME 4529,0200818,Albañileria / Pintura,INSP/SUP
2021,34502581,Colocar red tenzada en ventanas,BRUSELAS 785,0200817,Carpinterías,INSP/SUP
2021,34502584,Adecuacion instalacion de gas-Cocina,OLIDEN 2851,0200629,Gas,INSP/SUP
2021,34503741,Poner en norma instalacion de gas renglo,CNEL. RAMON L. FALCON 4801,0200624,Gas,INSP/SUP
2021,34505009,Construccion de estacion transformadora,VIEYTES 942,0200256,Albañileria / Pintura,GER GOIM
2021,34505010,Adecuacion de instalacion de gas,DR. ELEODORO LOBOS 437,0200365,Gas,INSP/SUP
2021,34505011,Secundaria del Futuro 2021,AVDA. CARABOBO 286,0200574,Albañileria / Pintura,GER GOIM
2021,34505012,Adecuar Inst Gas de acuerdo a normativa,COLPAYO 132,0202379,Gas,INSP/SUP
2021,34505242,reparar cielorraso de alero patio Plazo,AVDA. RIVADAVIA 9799,0200809,Albañileria / Pintura,INSP/SUP
2021,34505243,Reparacion de piso exterior en cancha,BRUSELAS 785,0200817,Albañileria / Pintura,INSP/SUP
2021,34505246,Adecuacion instalacion de gas,MARIANO ACOSTA 2936,0200873,Gas,INSP/SUP
2021,34507813,Readecuacion instalacion de gas,PUAN 360,0200402,Gas,INSP/SUP
2021,34507817,Secundarias del Futuro,BOLIVAR 346,0200194,Electricidad,INSP/SUP
2021,34507818,Rejas en escalera y en 2 ventanas fachad,JULIAN ALVAREZ 240,0200367,Carpinterías,INSP/SUP
2021,34507819,Colocar rejas en escalera,ROJAS 1554,0200371,Carpinterías,INSP/SUP
2021,34507820,Colocar rejas en escalera hacia 1er piso,JULIAN ALVAREZ 123,0200376,Carpinterías,INSP/SUP
2021,34507822,Colocar rejas en escalera,MALABIA 964,0200457,Carpinterías,INSP/SUP
2021,34508041,cambio de cerraduras,CACHI 77,0200236,Carpinterías,INSP/SUP
2021,34508042,Cambio de policarbonato,ALAGON 300,0200844,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34508044,Reconstruccion muro de cerramiento patio,ARCE 611,0200447,Albañileria / Pintura,GER GOIM
2021,34508291,Reparar ascensor,AVDA. TRIUNVIRATO 4992,0200726,Medios de elevación,GER GOIM
2021,34508331,Cambio hojas puertas placa Bo Alumnos,HELGUERA 3341,0200782,Sanitarias,INSP/SUP
2021,34508332,Protecciones estufas tiro balanceado/Tbu,MORON 4460,0200825,Carpinterías,INSP/SUP
2021,34508865,Readecuacion instalacion completa de gas,AVDA. TTE. GRAL. DELLEPIANE Y AVDA. ESCALADA,0200647,Gas,INSP/SUP
2021,34508867,Cambio de bombas de achiques,CACHI 77,0200236,Electricidad,INSP/SUP
2021,34508868,Adecuación de instalaciónes de gas,GALICIA 1857,0200363,Gas,INSP/SUP
2021,34508870,Albañileria/Pintura en Secretaria/Precep,AVDA. ALVAREZ JONTE 5075,0200829,Albañileria / Pintura,INSP/SUP
2021,34508872,Poner en norma instalacion de gas renglo,RAFAELA 5159,0200619,Gas,INSP/SUP
2021,34509644,Cubierta-Carpinterias-Portero electrico.,LASCANO 4044,0200811,Carpinterías,INSP/SUP
2021,34509646,Actualizar extintores,AVDA. PIEDRA BUENA 3100 Y AVDA. EVA PERON,0200923,Incendio,INSP/SUP
2021,34509647,"Realizar instalaciones de gas,",CARHUE 2970,0200922,Gas,INSP/SUP
2021,34509870,Sellado de grietas por filtraciones 4ª p,AVDA. JUAN BAUTISTA ALBERDI 1845,0200572,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34509871,Impermeabilización terraza supervisión,AVDA. CARABOBO 253,0200563,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34509872,Adecuacion instalacion de gas,OLLEROS 3621,0200681,Gas,INSP/SUP
2021,34509873,Impermeabilización membrana s/Biblioteca,VIRGILIO 1980,0200830,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34509874,Cambio de cerradura x vandalismo,MARTINEZ CASTRO 3085,0202627,Carpinterías,INSP/SUP
2021,34509958,Cambio de carpinteria S.Digital y comput,SAN BLAS 5387,0200828,Carpinterías,INSP/SUP
2021,34520186,Adecuacion instalacion de gas,WENCESLAO VILLAFAÑE 453,0200174,Gas,INSP/SUP
2021,34520187,Reposicion de portero electrico.,AVDA. AMANCIO ALCORTA 2502,0200245,Electricidad,INSP/SUP
2021,34520189,Reponer calefon,ZAVALETA 204,0200262,Gas,INSP/SUP
2021,34520190,Baranda protectora,ALEJANDRO MAGARIÑOS CERVANTES 5068,0200832,Carpinterías,INSP/SUP
2021,34520191,Adecuaciones Eléctricas,AVDA. LOPE DE VEGA 2150,0200831,Electricidad,INSP/SUP
2021,34520195,Reponer cañeria split por vandalismo,AVDA. INTENDENTE FRANCISCO RABANAL 1549,0200870,Calefaccion y Refrigeracion,INSP/SUP
2021,34520306,Reemplazar estufa direccion y secretaria,AVDA. MANUEL MONTES DE OCA 16,0200250,Calefaccion y Refrigeracion,INSP/SUP
2021,34520623,Puesta en valor IFCI,FRAGATA PRESIDENTE SARMIENTO 1817,0201865,Incendio,INSP/SUP
2021,34520624,Readecuacion de gas casa casero,AVDA. LA PLATA 623,0200407,Gas,INSP/SUP
2021,34520626,Adecuación de instalaciónes de gas,JUAN AGUSTIN GARCIA 2755,0200774,Gas,INSP/SUP
2021,34520627,Desag.Cloacal 1erP+CielorrasoPb Baños Al,HELGUERA 3341,0200782,Sanitarias,INSP/SUP
2021,34521341,Vallado perimetral patios,RONDEAU 2751,0200312,Carpinterías,INSP/SUP
2021,34521347,nuevos ventanales 1° Y 2° piso,NAVARRO 4344,0200790,Carpinterías,INSP/SUP
2021,34521348,Refaccion casa casero,AVDA. FRANCISCO BEIRO 4548,0200771,Albañileria / Pintura,INSP/SUP
2021,34521350,Reparar revoques y pintura Bº V y M PB,BRUSELAS 721,0200817,Albañileria / Pintura,INSP/SUP
2021,34521351,Placas refractarias para horno ceramico,AVDA. ALVAREZ JONTE 4651,0200807,Calefaccion y Refrigeracion,INSP/SUP
2021,34523922,4°monitoreo en subsuelo,JOSE PASCUAL TAMBORINI 3948,0200720,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34523925,Modificaciones informe matriculado,WENCESLAO VILLAFAÑE 1342,0200197,Gas,INSP/SUP
2021,34523926,Cambio de solado en 7 aulas,BRAUN MENENDEZ 260,0200177,Albañileria / Pintura,GER GOIM
2021,34523927,4ta ampliación andamios - PDM y Araoz,AVDA. DON PEDRO DE MENDOZA 1777,0200196,Carpinterías,INSP/SUP
2021,34523930,Circuito y luces de emergencia,AVDA. BOEDO 657,0200309,Electricidad,INSP/SUP
2021,34523931,Habilitacion del ascensor,AVDA. INTENDENTE FRANCISCO RABANAL 2275,0200851,Medios de elevación,INSP/SUP
2021,34526266,Cambiar puertas de balcon,BRAUN MENENDEZ 260,0200177,Carpinterías,GER GOIM
2021,34526267,Reparar fachada,GRAL. GREGORIO ARAOZ DE LAMADRID 499,0200179,Albañileria / Pintura,INSP/SUP
2021,34526269,Impermeab. medianera SUM,MERCEDES 4002,0200794,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34526270,Reparar cubierta biblioteca,MERCEDES 4002,0200794,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34526271,Ejecucion 2 aulas del Futuro,CONCORDIA 3555,0200792,Albañileria / Pintura,GER GOIM
2021,34526272,Cambio de cerradura porton de entrada,AVDA. LARRAZABAL 4520,0200950,Carpinterías,INSP/SUP
2021,34526274,Reparar e impermeab. medianera oeste,AVDA. CORRIENTES 4261,0200102,Albañileria / Pintura,INSP/SUP
2021,34526275,Aulas del Futuro- 5 aulas 2do piso,AVDA. CORRIENTES 4261,0200102,Albañileria / Pintura,GER GOIM
2021,34526276,Reparar perdidas en cocina de buffet,JERONIMO SALGUERO 920,0200100,Gas,INSP/SUP
2021,34526277,Reparar revoques y pintura patios.,JOAQUIN V. GONZALEZ 307,0200604,Albañileria / Pintura,GER GOIM
2021,34527184,Reparar revoque frente del edificio,FRANCISCO ACUÑA DE FIGUEROA 850,0200090,Albañileria / Pintura,INSP/SUP
2021,34527186,Refacciones alimentacion agua y sanit.,CORRALES 3420,0200860,Albañileria / Pintura,GER GOIM
2021,34527187,Puesta en normativa inst. gas,CNEL. MARTINIANO CHILAVERT 2690,0200887,Gas,INSP/SUP
2021,34527188,Puesta en normativa Gas,AVDA. LARRAZABAL 4051,0200948,Gas,INSP/SUP
2021,34527189,Reparar nichos y lanzas de incendio,JOSE BARROS PAZOS 3620,0202583,Incendio,INSP/SUP
2021,34530116,SDF - 2021,AVDA. CALLAO 450,0200030,Albañileria / Pintura,GER GOIM
2021,34530117,Cambio de reguladores de gas,GRAL. ENRIQUE MARTINEZ 1432,0200670,Gas,INSP/SUP
2021,34530119,"Rep. y prov. nicho, lanzas y manguera",MARTINEZ CASTRO 3061,0200863,Incendio,INSP/SUP
2021,34530121,Cambio de reguladores de gas,FRANKLIN ROOSEVELT 3060,0200526,Gas,INSP/SUP
2021,34530123,Cambio de solados y pisos ceramicos,"AVDA. CNEL. ROCA, PTA. 9, AUTODROMO",0202430,Albañileria / Pintura,INSP/SUP
2021,34530124,Provisión de matafuegos,SAN BLAS 2962,0200590,Incendio,INSP/SUP
2021,34530125,Recambio de matafuegos,JUAN AGUSTIN GARCIA 2755,0200774,Incendio,INSP/SUP
2021,34530126,Luminarias en hall y salon comedor,AVDA. LARRAZABAL 4520,0200950,Electricidad,INSP/SUP
2021,34530674,Reparaciones en vestuario por vandalismo,SOLDADO DE LA FRONTERA 5155,0200964,Sanitarias,INSP/SUP
2021,34530676,Reparación de rejas perimetrales se devu,AVDA. LARRAZABAL 5140,0200965,Carpinterías,INSP/SUP
2021,34530677,Proveer 6 extintores,23 DE JUNIO 4155,0202669,Incendio,INSP/SUP
2021,34530678,Recolocar tubos de ventilacion,JERONIMO SALGUERO 920,0200100,Gas,INSP/SUP
2021,34530679,Cambio de cañeria de termofusion,JERONIMO SALGUERO 920,0200100,Gas,INSP/SUP
2021,34530700,cambio de campana de cocina,LAMBARE 975,0200077,Gas,INSP/SUP
2021,34530701,Realizar ventilacion por ducto,AVDA. BOEDO 760,0200323,Gas,INSP/SUP
2021,34530702,"Sellar ventilacion caldera,modif tubo",AVDA. INDEPENDENCIA 3354,0200316,Gas,INSP/SUP
2021,34530703,Proteccion de calefactores,AVDA. BOEDO 657,0200309,Gas,INSP/SUP
2021,34530705,Reparar carpinteria de hierro en aula,SOLDADO DE LA FRONTERA 5140,0200966,Carpinterías,INSP/SUP
2021,34530706,Reponer timbre de entrada y reloj recreo,AVDA. RIESTRA 5030,0200949,Electricidad,INSP/SUP
2021,34530840,Acond. instalacion de gas buffet,AVDA. RIVADAVIA 3577,0200097,Gas,INSP/SUP
2021,34531154,Protecciones interiores calefactores,MARIO BRAVO 234,0200089,Gas,INSP/SUP
2021,34531155,Acond. ventilaciones,FRANCISCO ACUÑA DE FIGUEROA 850,0200090,Gas,INSP/SUP
2021,34531156,Cateo/Recolocación revestimientos frisos,AVDA. LOPE DE VEGA 2150,0200831,Albañileria / Pintura,INSP/SUP
2021,34531158,Secundarias del Futuro,CHACABUCO 922,0200138,Albañileria / Pintura,GER GOIM
2021,34532252,Instalación equipo de A° ° Biblioteca,AVDA. PEDRO GOYENA 984,0200410,Electricidad,INSP/SUP
2021,34532334,Impermeabilizacion sectores faltantes ja,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,0200855,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34532335,Reparaciones en biblioteca primaria,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,0200855,Albañileria / Pintura,INSP/SUP
2021,34532337,Impermeabilizacion patio casero,AVDA. LAFUENTE 2670,0200859,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34532338,Instalacion 1 AA° en aula,CORRALES 3420,0200860,Electricidad,INSP/SUP
2021,34532351,Reposicion bajo mesada,AVDA. GRAL. FERNANDEZ DE LA CRUZ 2615,0202431,Carpinterías,INSP/SUP
2021,34532353,Aulas secundarias del futuro,CONSTITUCION 4154,0200313,Otros Servicios,INSP/SUP
2021,34532354,Protecciones estufas,ROSETI 1450,0200658,Carpinterías,INSP/SUP
2021,34532355,Proteccion estufas y ventanas aulas 1° p,CARBAJAL 4019,0200722,Carpinterías,INSP/SUP
2021,34532356,Protecciones estufas,BALLIVIAN 2329,0200724,Carpinterías,INSP/SUP
2021,34532357,Pintura de rejas 2da etapa,AVDA. DON PEDRO DE MENDOZA 1835,0200178,Albañileria / Pintura,INSP/SUP
2021,34532358,Reemplazo de tanque cisterna,AVDA. SAN PEDRITO 341,0200576,Sanitarias,INSP/SUP
2021,34532359,Instalar rejas en aula dibujo 2º piso,CNEL. MARTINIANO CHILAVERT 5460,0200963,Carpinterías,INSP/SUP
2021,34532896,Instalacion 3 AºA°,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,0200855,Electricidad,INSP/SUP
2021,34533383,Cableado y toma para A°A°-S. Computación,FONROUGE 4358,0202643,Electricidad,INSP/SUP
2021,34533775,Cambio de tapas de tanques,BENITO QUINQUELA MARTIN 1649,0200193,Saneamiento,INSP/SUP
2021,34534505,Cambio de membrana impermeable terrazas,GUEMES 3859,0200101,Cubiertas / Impermeabilizaciones,GER GOIM
2021,34534506,Cambio de escalones en escalera ppal.,THAMES 1361,0200460,Albañileria / Pintura,GER GOIM
2021,34534509,Rep de cerco perimetral y coloc lona.,AVDA. DORREGO 3751,0200472,Carpinterías,INSP/SUP
2021,34534510,Reacondicionamiento de gas,BERON DE ASTRADA 6351,0200958,Gas,INSP/SUP
2021,34534511,Readecuacion de gas,SOLDADO DE LA FRONTERA 5155,0200964,Gas,INSP/SUP
2021,34534806,Pintura de frisos en patio de planta baj,SAN BLAS 5387,0200828,Albañileria / Pintura,INSP/SUP
2021,34534816,Extender ventilación de caldera,RIO CUARTO 1993,0200198,Gas,INSP/SUP
2021,34534975,Reparación en instalacion de gas,CAFAYATE 5388,0200957,Gas,INSP/SUP
2021,34534976,"Proveer,coloc extintores",JOAQUIN V. GONZALEZ 180,0200586,Incendio,INSP/SUP
2021,34534977,IMPERMEABILIZACIÓN DE AZOTEA,ALEJANDRO MAGARIÑOS CERVANTES 2865,0200598,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34534978,Reemplazo de Central IFCI,AV GAONA 4763,0200813,Incendio,INSP/SUP
2021,34535418,Cambio tanque cisterna,JOSE IGNACIO RUCCI 3961,0200952,Sanitarias,INSP/SUP
2021,34536142,Provision y colocacion de cocina,MALABIA 2148,0200470,Gas,INSP/SUP
2021,34536613,SDF 4TO AÑO,CARLOS PELLEGRINI 1515,0200032,Albañileria / Pintura,GER GOIM
2021,34536819,Impermeab cubiertas y pintura 2 aulas 2P,JOAQUIN V. GONZALEZ 180,0200586,Cubiertas / Impermeabilizaciones,GER GOIM
2021,34537075,Inst. contra incencio y red antipalomas,ALMTE. FRANCISCO J. SEGUI 2580,0200666,Incendio,INSP/SUP
2021,34546862,Reponer revestimientos faltantes Items 1,LACARRA 1151 Y AVDA. FRANCISCO BILBAO,0201864,Albañileria / Pintura,INSP/SUP
2021,34546864,Espejo de baño varones PB,AVDA. CONGRESO 3045,0200510,Carpinterías,INSP/SUP
2021,34547211,Coloc de 2 eq de A°A°-6to y 7mo°,BEAUCHEF 1869,0200415,Calefaccion y Refrigeracion,INSP/SUP
2021,34547212,Adecuar sistema de detección de incendio,SANTANDER 1150,0200401,Incendio,INSP/SUP
2021,34547213,Rep de caño de agua en Patio Exterior,SAN BLAS 5387,0200828,Sanitarias,INSP/SUP
2021,34549169,"Impermeabiliz cubierta,pintura techo",MARTINEZ CASTRO 3061,0200863,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34549170,Barandas y techos,AVDA. MANUEL MONTES DE OCA 16,0200250,Carpinterías,INSP/SUP
2021,34549171,cambio de interruptor y UPS media tensió,AVDA. CRISOLOGO LARRALDE 5085,0202188,Electricidad,GER GOIM
2021,34549771,Protecciones para carpinterias,SANTO TOME 4529,0200818,Carpinterías,INSP/SUP
2021,34550510,PINTURA EXTERIOR PATIO,DR. JUAN FELIPE ARANGUREN 2400,0200596,Albañileria / Pintura,INSP/SUP
2021,34550780,Adecuación de Inst de Gas,GRAL. GREGORIO ARAOZ DE LAMADRID 499,0200179,Gas,INSP/SUP
2021,34551033,Impermeabilizacion sector faltante,JOSE IGNACIO RUCCI 3961,0200952,Cubiertas / Impermeabilizaciones,INSP/SUP
2021,34551102,TRATAMIENTO IGNÍFUGO EN PISO GIMNASIO,BEAUCHEF 1869,0200415,Albañileria / Pintura,INSP/SUP
2021,34551103,Proveer tapa para cámara cloacal x vanda,"PJE. L, E/LACARRA Y LAGUNA",0200862,Sanitarias,INSP/SUP
2021,34551294,Adecuar nucleo sanitario Bº PB,FORMOSA 136,0200426,Carpinterías,INSP/SUP
2021,34551295,Adecuar desniveles en ingresos,FORMOSA 136,0200426,Albañileria / Pintura,INSP/SUP
2021,34551296,"Prov, instalar barandas en escaleras",BERON DE ASTRADA 5920,0200953,Albañileria / Pintura,INSP/SUP
2021,34552383,Guias nuevas de persianas metalicas x va,ZUVIRIA 6544,0202584,Carpinterías,INSP/SUP
2021,34554041,cambio de cerradura por vandalismo,CORONEL MARTINIANO CHILAVERT 6090,0200979,Carpinterías,INSP/SUP
2021,34555463,Reparar 15 cerraduras de aulas Se solici,AVDA. JUAN BAUTISTA ALBERDI 4139,0202662,Carpinterías,INSP/SUP
2021,34555467,Reja ventana sala jardin,AVDA. ELCANO 4861,0200672,Carpinterías,INSP/SUP
2021,34555469,Puesta en condiciones instalacion de gas,CAÑADA DE GOMEZ 3850,0200927,Gas,INSP/SUP
2021,34555537,Reparación cubierta y cielorraso,TILCARA 3365,0200845,Albañileria / Pintura,INSP/SUP
2021,34555538,Adicionales Reparación cubierta,AVDA. INTENDENTE FRANCISCO RABANAL 1549,0200870,Albañileria / Pintura,INSP/SUP
2021,34555600,Adecuación Gas por Inspección Metrogas,ZAVALETA 204,0200262,Gas,INSP/SUP
2021,34555601,6 bajadas pluviales,AVDA. ALVAREZ JONTE 4651,0200807,Sanitarias,INSP/SUP
2021,34555602,Adecuación Gas por Inspección Metrogas,RIO CUARTO Y MONTESQUIEU,0200281,Gas,INSP/SUP
2021,34555938,Verificar instalacion de gas,AVDA. SAN JUAN 2277,0200136,Gas,INSP/SUP
2021,34555939,Verificar instalacion de gas,AVDA. ENTRE RIOS 1341,0200133,Gas,INSP/SUP
2021,34556160,Verif y reparar instalacion de gas,AVDA. SAN JUAN 2128,0200142,Gas,INSP/SUP
2021,34556161,Reponer puertas Bº y retretes,AVDA. ENTRE RIOS 757,0200139,Carpinterías,GER GOIM
2021,34556162,Cambiar pisos de madera por graniticos,JOSE AARON SALMUN FEIJOO 1073,0200190,Albañileria / Pintura,INSP/SUP
2021,34556163,"Proveer, instalar cerradura en PB x vand",CORRALES 3420 / 3450,0200860,Carpinterías,INSP/SUP
2021,34556164,Aulas del futuro,CONESA 1855,0200521,Albañileria / Pintura,GER GOIM
2021,34556165,"Proveer, instalar para rayos por vandal",MARTINEZ CASTRO 3061,0200863,Electricidad,INSP/SUP
2021,34556166,Cambio de vidrio por vandalismo,AVDA. LARRAZABAL 4520,0200950,Carpinterías,INSP/SUP
2021,34557330,Regularización de normativa de ascensor,JERONIMO SALGUERO 2455,0200020,Medios de elevación,INSP/SUP
2021,34557331,Habilitacion del ascensor,GUEMES 3859,0200101,Medios de elevación,INSP/SUP
2021,34557332,Puesta en normativa ascensor,NICARAGUA 5732,0200474,Medios de elevación,INSP/SUP
2021,34557333,Puesta en normativa ascensor,AVDA. DEL LIBERTADOR 4777,0200444,Medios de elevación,INSP/SUP
2021,34557334,Puesta en normativa ascensor,AVDA. DEL LIBERTADOR 4903,0200461,Medios de elevación,INSP/SUP
2021,34557335,Recomponer 3 canteros,CNEL. RAMON L. FALCON 4801,0200624,Albañileria / Pintura,INSP/SUP
2021,34557336,Colocar ventilador sala naranja,CNEL. PEDRO CALDERON DE LA BARCA 157,0200810,Electricidad,INSP/SUP
2021,34557646,Baranda protectora y pintura,MANUEL PORCEL DE PERALTA 1437,0200795,Albañileria / Pintura,INSP/SUP
2021,34557647,Pintura y herrería,GALLARDO 149,0200827,Albañileria / Pintura,INSP/SUP
2021,34557648,Pintura interior circulación y locales,FONROUGE 346,0200905,Albañileria / Pintura,INSP/SUP
2021,34557649,Red antipalomas,SIMBRON 5821,0202395,Carpinterías,INSP/SUP
2021,34557650,Pintura de Paredes aula plastica - Coefi,BENITO JUAREZ 2702,0200776,Albañileria / Pintura,INSP/SUP
2021,34572348,Prov y colocación de puertas de reja,ALEJANDRO MAGARIÑOS CERVANTES 2865,0200598,Carpinterías,INSP/SUP
2021,34572349,Cambio compuertas tanque reserva,CALLE S/NOMBRE 200 M COBO Y CURAPALIGUE,0200855,Sanitarias,INSP/SUP
